C�digo comarca;Comarca;2016;2015;2014;2013;2011;2010;2006;2001;1996
1100;Arabako Ibarrak / Valles Alaveses;59,06;58,25;57,85;56,91;56,58;54,2;42,02;36,87;29,49
1200;Arabako Lautada / Llanada Alavesa;64,91;64,44;63,93;63,4;62,54;61,17;50,72;41,39;40,02
1300;Arabako Mendialdea / Monta�a Alavesa;52,54;52,06;50,64;49,31;47,94;46,1;34,08;26,87;23,12
48100;Arratia Nerbioi / Arratia-Nervi�n;63,1;62,35;61,72;60,59;59,47;58,23;48,23;38,17;33,3
20200;Bidasoa Beherea / Bajo Bidasoa;64,82;64,35;64,05;63,59;62,89;61,93;51,12;41,76;41,05
48200;Bilbo Handia / Gran Bilbao;64,38;63,75;63,19;62,61;61,83;60,79;50,36;40,8;40,19
20100;Deba Beherea / Bajo Deba;59,56;58,9;58,19;57,47;56,56;55,5;46,35;38,29;35,6
20300;Debagoiena / Alto Deba;62,64;61,88;61,32;60,69;59,8;58,45;47,87;39,71;39,45
20400;Donostialdea / Donostia-San Sebasti�n;67,25;66,63;66,1;65,48;64,79;63,37;52,99;44,06;42,91
48300;Durangaldea / Duranguesado;60,19;59,4;58,67;58,04;57,17;55,7;45,47;37,59;34,22
48400;Enkartazioak / Encartaciones;59,58;58,69;58,04;57,55;56,53;55,19;44,87;34,75;32,94
1400;Errioxa Arabarra / Rioja Alavesa;53,11;51,79;51,08;50,41;49,15;48,04;35,63;28,11;23,72
48500;Gernika-Bermeo;62,49;61,64;60,95;60,19;59,29;57,63;46,95;38,02;36,03
20500;Goierri;59,77;58,94;58,34;57,64;56,85;55,41;45,24;35,79;35,1
1500;Gorbeia Inguruak / Estribaciones del Gorbea;68,15;67,59;67,12;66,92;65,8;63,81;51,63;44,8;37,91
1600;Kantauri Arabarra / Cant�brica Alavesa;60,46;59,73;59,35;58,72;58,1;56,92;46,16;38,57;36,64
48600;Markina-Ondarroa;58,14;57,21;56,6;55,84;54,76;52,98;43,01;35,14;33,41
48700;Plentzia-Mungia;73,97;73,33;72,85;72,06;71,08;69,89;59,8;49,5;45,55
20600;Tolosaldea / Tolosa;59,16;58,5;57,91;57,25;56,22;54,6;43,97;35,51;33,06
20700;Urola-Kostaldea / Urola Costa;62,61;61,66;60,81;60,15;59,25;57,77;47,27;37,85;35,98
;;;;;;;;;;
Detalle por municipios;;;;;;;;;;
C�digo municipio;Municipio;2016;2015;2014;2013;2011;2010;2006;2001;1996
48001;Abadi�o;59,42;58,78;58,47;57,59;57,13;56,11;43,26;34,82;29,09
20001;Abaltzisketa;50,18;50,18;48,75;49,1;46,38;43,53;31,03;22,76;20,66
48002;Abanto y Ci�rvana-Abanto Zierbena;61,09;60,05;59,47;58,27;57,36;55,96;44,64;35,43;31
20002;Aduna;62,89;62,11;60,1;59,9;58,99;53,21;38,63;31,1;23,99
20016;Aia;56,58;55,75;55,68;54,52;52,34;51,44;36,43;21,02;18,05
20003;Aizarnazabal;51,51;50,4;50,4;49,92;49,92;46,39;36,59;20,16;17,47
48911;Ajangiz;67,54;65,69;64,01;63,52;64,29;61,04;51,78;42,42;35,01
20004;Albiztur;52,12;53,91;53,85;51,35;52,76;49,82;36,5;27,07;14,81
20005;Alegia;55,51;55,92;55,83;55,62;54,36;53,51;42,36;26,61;31,71
1001;Alegr�a-Dulantzi;66,05;65,73;65,71;65,36;64,17;65,19;50,74;39,62;31,38
20006;Alkiza;56,36;54,76;57,34;55,74;53,31;52,07;38,83;24,79;18,91
48912;Alonsotegi;56,96;55,77;54,59;54,15;52,95;52,17;39,8;31,59;27,88
20906;Altzaga;63,38;65,28;60,87;61,03;60,45;54,48;50,39;27,17;19,54
20007;Altzo;63,49;62,13;61,09;62,46;63,49;59,7;47,99;30,99;27,62
20008;Amezketa;41,8;42,49;40,48;39,9;39,55;37,49;25,77;21,28;15,68
48003;Amorebieta-Etxano;62,93;61,89;61,22;60,81;60,08;58,16;47,44;41,41;37,08
48004;Amoroto;53,48;51,78;50,96;49,72;49,59;47,06;32,22;27,43;21,57
1002;Amurrio;61,81;60,71;60,51;59,69;58,63;57,78;46,42;39,34;36,59
20009;Andoain;58,71;57,94;57,39;56,99;56,55;55,05;46,22;35,83;34,5
20010;Anoeta;58,26;58,05;56,49;55,98;54,8;53,17;42,23;32,17;30,26
20011;Antzuola;67,37;66,37;66,11;65,22;64,66;64,39;53,77;38,14;40,54
48005;Arakaldo;73,91;70,9;62,6;63,72;61,9;58,16;45,24;48,84;41,9
20012;Arama;69,15;70,59;67,37;65,97;68;63,3;49,69;29,53;38,46
1003;Aramaio;65,27;64,88;64,61;63,62;62,02;60,18;48,04;43,06;34,02
48006;Arantzazu;70;67,57;70,39;69,14;65;63,14;55,68;46,52;40,07
48093;Areatza;64,15;63,75;62,84;60,59;60,76;59,11;47,93;39,98;32,7
20013;Aretxabaleta;65,9;65,23;64,96;64,47;63,54;63,03;50,34;41,97;40,25
1006;Armi��n;64,06;66,15;60,91;63,68;62,07;53,81;38,26;39,22;34,88
1037;Arraia-Maeztu;56,7;56,06;56,25;55,14;53,41;51,28;37,59;30,29;24,62
48009;Arrankudiaga;66,89;67,01;65,79;64,63;62,88;61;49,74;42,22;34,02
20055;Arrasate/Mondrag�n;61,18;60,3;59,74;59,44;58,65;57,06;47,16;39,3;41,16
48914;Arratzu;66,58;64,46;63,16;61,36;58,45;56,25;46,65;37,39;30,56
1008;Arratzua-Ubarrundia;69,65;67,65;67,33;66,35;64,08;60,84;50,8;39,29;35,9
48010;Arrieta;66,34;65,05;64,02;61,22;59,8;56,13;45,49;34,31;24,15
48011;Arrigorriaga;62,37;62,22;61,55;61;60,13;59,42;48,12;36,61;34,38
48023;Artea;72,04;71,96;70,83;69,67;68,88;68,58;61,36;47,41;45,83
48008;Artzentales;61,54;60,48;60,61;59,73;60,11;57,14;47,65;37,42;29,6
1004;Artziniega;67,81;67,38;66,99;67,02;67,72;65,97;53,73;38,82;40,52
1009;Asparrena;54,35;52,48;52,04;51,86;50,49;48,48;37,57;32,28;26,71
20014;Asteasu;54,8;53,59;52,43;52,21;50,47;49,07;35,55;30,12;20,07
20903;Astigarraga;69,36;68,59;67,4;66,29;64,86;62,87;52,82;40,08;35,76
20015;Ataun;59,02;58,53;58,73;56,98;55,75;53,62;43,92;35,25;30,68
48091;Atxondo;53,8;52,94;52,75;52,08;51,89;50,31;37,36;28,96;21,04
48070;Aulesti;59,06;57,79;57,26;55,24;54,02;53,16;38,63;30,83;24,76
1010;Ayala/Aiara;64,35;63,75;63,13;62,55;61,62;60,06;47,95;36,86;31,04
20017;Azkoitia;56,09;54,96;53,79;53,36;52,08;50,56;40,49;33,84;31,11
20018;Azpeitia;57,11;56,03;55,28;54,59;54,04;52,43;41,49;34,59;31,79
1049;A�ana;46,34;45,91;46,11;44,87;40,12;37,35;26,44;25,82;23,44
48012;Bakio;73,19;72,49;72,55;71,93;70,55;69,96;60,87;47,68;34,34
20904;Baliarrain;56,9;57,5;53,77;51,43;50,94;42,72;25;20,43;7,06
48090;Balmaseda;58,04;57,4;56,65;56,37;55;53,51;42,11;32,98;31,65
48013;Barakaldo;57,06;56,43;55,95;55,4;54,59;53,29;37,85;32,33;27,94
48014;Barrika;76,91;75,02;75,25;74,64;74,89;73,81;62,97;53,42;46,2
1013;Barrundia;66,63;66,63;66,32;65,38;63,9;60,9;50,14;42,86;31,89
48015;Basauri;56,76;56,03;55,49;55,06;54,62;54,03;47,05;32,02;30,98
1011;Ba�os de Ebro/Ma�ueta;42,67;42,33;41,69;39,14;38,13;36,07;27,47;23,61;18,06
20019;Beasain;61,55;60,89;60,58;60,01;59,09;58,19;48,47;39,06;37,63
48092;Bedia;60,45;59,32;57,84;56,99;55,88;51,75;42,92;33,15;27,52
20020;Beizama;55,75;53,57;51,3;45,38;47,66;49,08;38,22;25;17,31
20021;Belauntza;49,37;46,53;48,81;45,28;47,17;48,09;40,81;32,59;26,74
48016;Berango;73,34;73,1;72,52;72,05;71,79;70,46;60,93;45,73;38,48
1014;Berantevilla;56,88;54,48;56,98;55,86;55,84;49,89;37,76;43,22;30,57
20022;Berastegi;51,43;50,27;50,16;48,65;48,19;44,61;31,12;26,37;16,47
20074;Bergara;63,71;63,25;62,43;61,79;60,89;59,55;48,8;40,8;39,06
48017;Bermeo;57,57;56,75;56,18;55,41;54,57;52,6;40,31;32,39;31,23
1016;Bernedo;51,35;51,91;50,59;49,16;45,84;43,36;33,58;28,96;25,86
48018;Berriatua;53,64;52,9;52,66;52,97;50,58;46,78;39,84;30,22;27,06
48019;Berriz;56,94;56,54;55,5;55,58;54,67;53,56;44,35;35,41;31,52
20023;Berrobi;51,98;52,01;50,39;49,31;47,78;44,98;28,1;26,13;12,35
20024;Bidania-Goiatz;57,14;56,43;54,53;53,2;51,51;49,13;34,77;18,44;17,89
48020;Bilbao;66,55;65,89;65,28;64,68;63,88;62,87;53,27;42,76;44,25
48021;Busturia;64,38;62,75;62,35;62,08;61,14;61,64;52,94;41,71;37,96
1017;Campezo/Kanpezu;51,93;51,7;49,54;48,58;48,07;46,95;35,09;26,47;22,57
20029;Deba;65,04;64,22;63,17;62,47;61,58;60,43;49,7;42,07;38,07
48901;Derio;62,73;61,81;60,76;59,5;58,01;55,34;45,36;36,3;36,24
48026;Dima;67,96;66,48;66,19;65,33;62,95;60,49;49,95;43,81;34,53
20069;Donostia / San Sebasti�n;72,79;72,3;71,82;71,21;70,48;68,98;58,91;49,52;48,74
48027;Durango;67,12;66,43;65,71;65,18;64,21;62,96;53,6;44,65;42,79
48028;Ea;64,39;62,74;62,48;61,88;62,41;62,93;52,44;40,44;37,4
20030;Eibar;59,53;58,97;58,21;57,51;56,74;55,67;47,66;39,9;37,09
48031;Elantxobe;65,24;64,07;64,13;62,9;61,86;60,77;48,96;36,41;32,71
1021;Elburgo/Burgelu;72,38;73,27;72,55;72,17;72,23;68,51;58,61;46,42;32,18
1022;Elciego;54,16;53,96;53,31;52,42;50,67;50,67;37,43;30,71;27,69
20031;Elduain;55,83;53,85;50,99;50,25;48,72;46,97;37,63;27,37;25,93
20033;Elgeta;64,41;63,85;63,62;62,53;61,27;58,85;46,75;38,74;37,15
20032;Elgoibar;59,86;59,35;58,84;57,93;56,88;56,02;45,73;37,85;35,95
48032;Elorrio;59,56;58,92;57,76;57,22;56,08;54,51;44,46;36,48;33,67
1023;Elvillar/Bilar;41,38;41,28;39,94;38,63;37,15;36,17;25,71;18,77;13,4
48902;Erandio;56,46;55,8;55,03;54,58;53,77;52,45;40,74;31,37;28,77
48033;Ere�o;65,15;63,18;62,13;59,24;57,25;57,26;50,4;40,41;39,06
48034;Ermua;48,93;48,01;47,57;46,8;46;44,84;34,93;29,07;27,65
20067;Errenteria;58,35;57,63;56,87;56,14;55,48;54,15;43,35;35,51;35,62
20066;Errezil;40,85;41,12;39,02;38,62;35,53;35;26,09;15,03;11,84
1046;Erriberagoitia/Ribera Alta;59,24;58,75;57,79;57,5;57,71;55,6;44,56;32,09;32,44
48079;Errigoiti;62,81;62,47;62,83;62,05;57,66;55,21;42,44;34,76;27,25
20034;Eskoriatza;60,49;59,65;59,14;57,5;56,53;56,23;44,38;37,72;33,41
48029;Etxebarri;62,31;61,94;61,36;60,51;59,58;57,78;42,14;29,23;22,87
48030;Etxebarria;67,65;67,8;67,53;66,12;65,63;63,42;50,74;21,78;42,96
20035;Ezkio-Itsaso;62,66;60,89;60,62;61,66;59,07;56,12;46,31;36,49;36,93
48906;Forua;63,4;63,46;62,5;61,63;60,83;60,04;46,86;37,35;34,03
48035;Fruiz;68,15;67,09;67,08;64,14;61,45;61,13;52,2;33,64;30,98
20038;Gabiria;64,43;62,5;63,23;61,34;59,29;57,63;45,55;37,43;35,73
20037;Gaintza;56,36;55,45;53,21;51,82;51,82;50,89;38,52;23,33;26,83
48036;Galdakao;63;62,34;61,74;61,04;60,25;58,93;48,17;40,15;37,75
48037;Galdames;66,13;64,46;61,86;61,19;60,86;60,98;51,09;42,03;35,18
48038;Gamiz-Fika;68,13;66,99;66,69;66,43;65,33;62,87;50,81;44,86;34,81
48039;Garai;69;69;68;66,08;63,95;61,97;55,76;43,1;32,75
48040;Gatika;76,21;75,7;75,4;74,07;73,08;72,93;62,93;43,73;44,37
48041;Gautegiz Arteaga;76,92;75,51;74,19;73,94;73,73;72,05;62,17;50,71;45,16
20907;Gaztelu;48,23;50;51,61;46,75;42,04;39,46;35,03;23,57;11,19
48046;Gernika-Lumo;63,6;62,89;62,23;61,37;60,41;58,77;49,93;41,71;40,78
20039;Getaria;62,51;60,78;59,39;58,28;56,67;54,95;44,46;35,52;31,37
48044;Getxo;82,09;81,74;81,54;81,3;80,75;80,35;71,04;61,4;62,25
48047;Gizaburuaga;65,57;64,89;64,17;63,64;59,67;62,36;48,45;37,98;28,35
48042;Gordexola;66,05;64,85;63,93;63;61,79;59,54;52,18;39,67;38,07
48043;Gorliz;78,1;77,76;76,99;76,85;76,14;75,06;65,87;52,96;50,69
48045;G�e�es;59,38;58,08;57,24;56,85;55,9;54,44;43,24;33,53;30,29
1056;Harana/Valle de Arana;34,05;33,76;32,4;31,64;33,45;31,34;21,77;16,51;15,43
20040;Hernani;63,08;62,28;61,73;61,34;60,29;58,64;46,71;40,38;36,67
20041;Hernialde;54,27;50,68;49,04;50,17;52,13;49,67;40,89;25,93;22,93
20036;Hondarribia;70,04;69,65;69,68;69,04;68,31;67,22;58,56;48,1;47,57
20042;Ibarra;56,25;55,41;54,08;53,09;52,72;52,29;43,96;35,44;31,16
48048;Ibarrangelu;75,34;73,15;71,09;70,63;70,46;67,78;58,88;46,86;39,39
20043;Idiazabal;60,84;59,5;59,14;59,05;58,33;56,74;47,46;36,11;35,01
48094;Igorre;60,89;60,32;59,47;58,56;57,82;57,57;47,01;37,97;33,78
20044;Ikaztegieta;63,51;64,22;63,44;62,71;63,59;61,87;44,96;32,85;30
20045;Irun;63,32;62,84;62,46;62,08;61,41;60,52;49,16;40,09;39,35
20046;Irura;69,59;69,1;69,74;70,33;70,34;67,81;55,82;46,94;38,49
1027;Iruraiz-Gauna;61,74;59,76;58,92;57,31;56,95;54,03;42,67;35,9;29,64
1901;Iru�a Oka/Iru�a de Oca;61,57;60,61;60,82;60,34;59,55;57,36;42,37;34,7;26,78
48049;Ispaster;59,39;58,66;57,33;57,3;56,82;51,58;43,17;35,16;28,11
20047;Itsasondo;56,64;58,07;56,32;55,4;54,17;52,36;40,89;32,5;28,45
48910;Iurreta;53,34;53,39;52,2;50,98;50,11;50,33;40,39;34,08;30,32
48050;Izurtza;68,26;67,22;66,92;67,27;64,79;62,55;50,21;41,7;37,35
48022;Karrantza Harana/Valle de Carranza;49,32;47,33;46,87;46,78;45,84;44,73;35,17;26,97;24,18
48907;Kortezubi;65,97;66,83;65,92;64,52;63,97;61,05;47,84;36,66;27
1019;Kripan;50,29;49,1;47,65;48;46,55;43,27;31,71;22,81;24,19
1020;Kuartango;58,13;58,46;58,02;56,21;54,32;53,2;41,57;34,84;26,75
1028;Labastida/Bastida;57,11;55,28;53,79;53,13;52,46;52,06;39,29;36,21;22,85
1030;Lagr�n;50;47,85;45,62;44,71;43,65;39,55;31,25;24,35;21,39
1031;Laguardia;55,88;54,49;53,96;53,51;51,61;51,03;38,97;30,08;27,96
1032;Lanciego/Lantziego;46,71;45,8;45,41;45,89;44,48;44,17;34,22;25,21;20,57
48051;Lanestosa;45,83;46,13;42,91;42,26;42,69;41,06;36,27;15,41;23,16
1902;Lantar�n;56,57;55,52;54,28;52,97;53,29;52,83;40,81;39,03;31,58
1033;Lapuebla de Labarca;49,42;47,69;47,83;47,24;47,54;43,77;31,59;24,59;19,42
48052;Larrabetzu;71,36;70,49;68,67;67,93;67,34;64,94;54,37;39,14;37,97
20048;Larraul;59,35;57,62;59,15;58,49;56,65;50;39,05;19,35;9,68
20902;Lasarte-Oria;56,52;55,79;55,46;54,89;54,21;52,81;42,72;36,25;34,83
1036;Laudio/Llodio;58,38;57,82;57,36;56,75;56,3;55,17;45,19;38,78;37,28
48053;Laukiz;79,12;78,26;78,05;77,06;76,5;75,94;69,43;59,98;62,95
20049;Lazkao;59,67;58,12;57,65;56,81;56,28;54,84;43,8;36,49;31,83
20050;Leaburu;48,11;45,03;44;44,27;45,48;43,62;30,47;25;15,56
20051;Legazpi;57,86;56,82;55,73;55,03;54,53;53,18;43,61;33,21;35,6
20052;Legorreta;55,67;55,11;55,21;55,43;53,93;52,84;41,26;33,79;28,83
1058;Legutio;60,78;60,83;61,01;60,9;60,3;57,2;44,26;35,48;29,44
20068;Leintz-Gatzaga;68,47;67,26;66,67;64,61;63,98;60,08;51,79;37,44;43,04
48054;Leioa;71,3;70,67;70,28;69,67;68,97;68,16;57,69;47,16;45,99
48057;Lekeitio;62,85;61,77;61,01;60,23;59,04;57,85;49,74;41,29;41,63
48055;Lemoa;62,11;61,16;60,37;59,22;58,18;56,2;44,26;34,99;29,77
48056;Lemoiz;76,32;75,92;74,93;72,5;70,67;68;56,77;45,04;39,45
1034;Leza;51,53;50,75;52,91;52,04;49,52;47,96;36,74;25,95;18,08
48081;Lezama;68,13;66,85;67,38;66,45;64,97;64,5;53,98;42,37;37,45
20053;Lezo;61,66;61,12;60,6;59,34;58,64;57,32;45,33;37,94;34,3
20054;Lizartza;45,37;45,16;43,93;43,5;41,24;41,06;29,87;25;19,41
48903;Loiu;73,91;73,14;71,35;69,5;68,45;66,77;58,62;47,38;45,05
48058;Mallabia;54,33;54,07;54,49;54,09;53,9;51,81;40,17;32,84;26,88
48060;Markina-Xemein;59,14;57,88;57,14;56,55;55,3;52,8;44,93;36,84;33,42
48061;Maruri-Jatabe;73,97;73,52;72,41;73;71,98;70,29;59,4;52,87;37,38
48059;Ma�aria;59,06;59,43;57,4;53,59;53,1;49,89;41,69;39,2;21,63
20901;Mendaro;61,95;61,35;60,05;59,71;58,78;58,24;46,6;35,42;28,27
48062;Mendata;64,79;64,53;63,27;62,76;63,45;59,77;49,85;32,92;24,53
48063;Mendexa;69,35;68,45;66,91;66,18;65,29;63,4;49,61;37,42;34,08
48064;Me�aka;65,99;64,58;64,31;64,24;63,23;60,91;52,49;37,19;27,75
1039;Moreda de �lava / Moreda Araba;57,09;58,27;54,75;56,39;50,73;47,11;37,15;30,86;28,46
48066;Morga;64,29;63,13;61,54;60,5;60,32;58,97;47,25;33,16;33,52
48068;Mundaka;71,07;70,73;70,05;69,65;68,16;67,79;57,11;46,88;42,6
48069;Mungia;69,01;68,64;68,03;66,92;65,74;64,53;54,58;46,98;43,73
48007;Munitibar-Arbatzegi Gerrikaitz-;59,19;58,69;58,41;58,77;57,88;58,46;39,66;31,65;29,03
48908;Murueta;77,41;76,78;73,51;73,13;73,56;71,07;60,3;49,13;43,78
48071;Muskiz;64,29;64,05;63,31;62,55;62,07;61,24;49,71;39,04;38,48
20057;Mutiloa;60,1;61,21;60,48;55,39;54,85;49,27;33,52;21,83;15,29
20056;Mutriku;57,11;55,94;55,56;54,63;53,64;52,5;41,73;33,36;29,4
48067;Muxika;62,7;60,87;60,3;60,08;58,28;55,98;44,15;34,19;31,98
48909;Nabarniz;66,08;61,86;63,72;64,15;62,32;54,98;39,51;27,8;28,51
1041;Navaridas;50,22;48,07;44,44;45,05;44,13;44,22;27,86;20,9;22,89
20063;Oiartzun;64,21;63,01;62,54;61,99;61,39;59,78;50,14;39,21;38,28
1042;Okondo;61,24;60,46;60,34;60,26;59,33;56,15;44,31;29,32;29,15
20058;Olaberria;54,65;52,45;52,47;50,7;50,06;47,04;39,93;31,44;32,14
48073;Ondarroa;52,72;52,04;51,6;50,75;49,98;48,41;37,09;31,83;28,86
20076;Ordizia;63,54;62,75;61,98;61,37;60,82;59,43;48,4;40,37;39,61
20905;Orendain;64,46;62,35;59,76;58,9;55,92;49,7;42,11;28,15;18,75
20060;Orexa;53,26;53,19;53,33;53,26;52,17;52,04;41,3;28,95;27,03
20061;Orio;63,17;62,23;61,48;60,17;59,53;58,13;47,03;37,71;34,31
20062;Ormaiztegi;64,55;64,07;64,43;63,49;62,61;62,55;51,39;40,4;42,53
48075;Orozko;64,63;63,65;62,89;61,74;59,73;58,56;51,75;38,31;34,35
48083;Ortuella;57,73;57,01;56,05;55,23;54,69;53,12;41,9;33,21;30,73
48072;Otxandio;60,46;60,5;59,26;58,17;58,19;56,57;46,2;33,3;28,16
1043;Oy�n-Oion;54,15;52,59;52,44;51,91;51,57;50,58;36,39;27,41;24,82
20059;O�ati;61,65;60,79;60,26;59,38;58,39;56,63;46,69;38,95;37,81
20064;Pasaia;58,95;57,72;57,1;56,24;55,52;53,85;42,14;33,25;34,21
1044;Pe�acerrada-Urizaharra;64,55;63,02;61,25;57,84;55,43;54,96;39,83;30,57;28,09
48077;Plentzia;79,39;78,37;78;77,6;76,34;75,46;64,17;54,41;55,13
48078;Portugalete;58,27;57,61;57,09;56,44;55,63;54,11;45,39;38,04;37,58
1047;Ribera Baja/Erribera Beitia;64,44;63,07;64,29;63,03;63,46;62,48;50,19;44,39;29,4
1051;Salvatierra/Agurain;54,31;53,77;52,75;52,53;52,45;50,31;38,16;29,89;25,42
1052;Samaniego;57,92;57,09;54,9;53,33;51,17;47,88;36,43;29,64;26,64
1053;San Mill�n/Donemiliaga;54,94;53,97;53,87;51,41;50,37;47,5;38,34;31,96;26,78
48082;Santurtzi;57,01;56,34;55,61;55;53,89;53,1;42,13;34,34;32,71
20070;Segura;61,59;60,88;60,51;60,26;58,41;56,66;43,91;35,29;32,87
48084;Sestao;52,37;51,86;51,08;50,59;49,69;48,18;38,37;31,17;31,16
48904;Sondika;67,31;66,29;66,1;64,42;63,01;61,77;51,24;42;38,69
48085;Sopela;78,18;77,61;77,27;76,93;76,55;75,39;65,69;52,65;50,58
48086;Sopuerta;64,03;63,69;62,99;61,89;60,97;59,04;48,9;42,59;37,84
20065;Soraluze-Placencia de las Armas;53,25;52,49;52,06;51,85;50,2;48,8;40,06;30,57;30,54
48076;Sukarrieta;82,44;83,04;81,42;79,32;81,73;80,12;70,48;64,63;61,28
20071;Tolosa;64,41;63,67;63,42;62,61;61,46;60,06;49,56;41,51;41,68
48087;Trucios-Turtzioz;53,81;53,37;52,3;51,74;49,9;49,22;39,18;27,59;25,75
48088;Ubide;65,03;64,02;63,86;63,47;62,43;55;38,36;40,52;23,49
48065;Ugao-Miraballes;58,24;57,83;57,39;56,09;54,81;53,94;43,45;34,62;30,24
48089;Urduliz;71,51;70,49;69,88;68,09;66,12;63,9;50,56;46,57;35,93
48074;Urdu�a/Ordu�a;61,86;60,97;61,03;60,18;59,85;58,65;47,37;36,8;34,7
1054;Urkabustaiz;69,15;68,51;66,67;67,62;66,5;63,89;51,05;42,57;37,89
20072;Urnieta;63,89;63,42;62,44;61,5;60,89;58,97;48,1;40,03;36,45
20077;Urretxu;59,83;59,01;58,68;57,84;56,82;56,18;46,79;36,7;35,97
20073;Usurbil;60,74;60,16;59,76;59,49;58,41;56,33;44,83;36,31;31,29
1055;Valdegov�a/Gaubea;55,84;55,66;54,14;53,7;53,83;51,58;39,41;34,07;26,27
48080;Valle de Tr�paga-Trapagaran;59,4;58,5;58,05;57,59;56,7;55,44;44,82;36,31;33,75
20075;Villabona;55,6;54,99;54,65;54,24;53,43;52,13;43,56;34,81;32,76
1057;Villabuena de �lava/Eskuernaga;50,36;48,63;48;43,89;39,38;39,53;28,15;22,67;23,27
1059;Vitoria-Gasteiz;65,22;64,77;64,25;63,73;62,86;61,51;51,18;41,78;40,64
1060;Y�cora/Iekora;55,12;50,6;48,39;46,46;43,68;43,17;36,36;27,08;20,59
48095;Zaldibar;55,65;54,24;52,98;53,08;52,07;49,96;39,8;32,3;28,81
20078;Zaldibia;59,09;59,08;58,02;57,4;56,04;53,67;41,67;32,05;30,29
1061;Zalduondo;73,37;70,9;71,35;69,54;65,7;62,86;51,12;36,43;32,23
48096;Zalla;61,96;61,46;61,36;60,78;59,8;58,97;49,15;37,13;38,42
